time,q1 (vert),q2 (horiz)
10.95678391959799,0.21365115209715047,4.814242588356953
11.036180904522613,0.28765715958261584,5.191457543544854
11.115577889447236,0.4015028992526428,5.554500536651175
11.19497487437186,0.5530197811189526,5.898672744042225
11.274371859296483,0.7394688482598442,6.219589487407933
11.353768844221106,0.9575852181302,6.5132497263059985
11.433165829145729,1.2036309624512729,6.776099358981515
11.512562814070352,1.4734555731905745,7.0050873124816935
11.591959798994976,1.762563039920793,7.197713519302422
11.671356783919599,2.0661844573341934,7.352068008568672
11.750753768844222,2.3793549926021678,7.466860482956532
11.830150753768844,2.696993972043517,7.541439905902783
11.909547738693467,3.0139867963324027,7.575803784647675
11.98894472361809,3.3252673640462422,7.570597000722632
12.068341708542714,3.625899675200137,7.527100207951015
12.147738693467337,3.9111572996685924,7.447207986161931
12.22713567839196,4.176599429844158,7.333397103914342
12.306532663316583,4.4181422919702635,7.1886854029313
12.385929648241206,4.63212476542496,7.0165819680824
12.46532663316583,4.8153671526165995,6.821029387191124
12.544723618090453,4.965222152577,6.606339032419285
12.624120603015076,5.07961721702277,6.377120407438473
12.703517587939698,5.157087606575184,6.138205700226589
12.782914572864321,5.196799614744934,5.8945707585842095
12.862311557788946,5.198563585783722,5.6512537631062845
12.941708542713569,5.162836517025727,5.413272909440229
13.021105527638191,5.090714204237041,5.185544427613959
13.100502512562814,4.983913057054335,4.9728022607702576
13.179899497487437,4.84474187810847,4.7795206988839025
13.259296482412061,4.676064061211208,4.6098412153976405
13.338693467336684,4.481250818425953,4.467504686959326
13.418090452261307,4.264126190457568,4.35579008966757
13.49748743718593,4.028904727251291,4.2774606608358035
13.576884422110552,3.7801228438516024,4.234718394946892
13.656281407035177,3.5225649585343004,4.229167608131869
13.7356783919598,3.2611856043462364,4.261788159332436
13.815075376884423,3.0010287701102394,4.332918760652568
13.894472361809045,2.7471457716330496,4.4422506467794545
13.973869346733668,2.5045129775695107,4.588831706378108
14.053266331658293,2.2779507167666733,4.771081009729101
14.132663316582915,2.072044674896604,4.986813499302179
14.212060301507538,1.8910710480946977,5.2332744461413245
14.291457286432161,1.7389266607961806,5.507183117518649
14.370854271356784,1.619065174983021,5.8047849528330095
14.450251256281408,1.5344404199055774,6.121911407576948
14.529648241206031,1.487457756610071,6.454046501583001
14.609045226130654,1.47993426213255,6.796398999680096
14.688442211055277,1.513068376100073,7.1439790620839005
14.7678391959799,1.5874194999999962,7.491678129775891
14.847236180904524,1.7028978789961804,7.83435075795544
14.926633165829147,1.858764930471346,8.166897079218542
15.00603015075377,2.0536440151283,8.484344567932485
15.085427135678392,2.285541478202021,8.781927788501626
15.164824120603015,2.5518776228320768,9.05516484267533
15.24422110552764,2.84952711758772,9.299929284211125
15.323618090452262,3.174868188105468,9.51251634221812
15.403015075376885,3.523839801241829,9.689702386191055
15.482412060301508,3.892005921342605,9.828796674625822
15.56180904522613,4.274625804261606,9.92768455342912
15.641206030150753,4.666729197461577,9.98486140809375
15.720603015075378,5.063195235467265,9.999456822587177
15.8,5.458833760388797,9.971248555693393
